fixture_id,seed_id,mutation_chain_id,depth,chain_depth,mutation_node_sequence,final_theory_hash,perturbation_class,label,ground_truth_label,repairable,source,split,verifier_status,verifier_config_hash,pair_origin,orbit_id_a,orbit_id_b,generation_depth_a,generation_depth_b,pair_generation_depth_max,pair_generation_depth_delta,pair_swapped,failed_obligation_names,failed_obligation_categories,n_gauge_nodes,n_fields,n_superpotential_terms,max_superpotential_monomial_length,n_r_charge_bearing_fields,input_token_estimate,theory_a_path,theory_b_path
dp0_toric_N4_d1_node0_drop_w_term_02,2203619922,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,drop_w_term,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,8,3,12,665,theories/dp0_toric_N4_d1_node0_drop_w_term_02.A.json,theories/dp0_toric_N4_d1_node0_drop_w_term_02.B.json
dp0_toric_N4_d1_node0_flip_w_sign_00,986839226,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,flip_w_sign,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,9,3,12,682,theories/dp0_toric_N4_d1_node0_flip_w_sign_00.A.json,theories/dp0_toric_N4_d1_node0_flip_w_sign_00.B.json
dp0_toric_N4_d1_node0_flip_w_sign_01,208197097,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,flip_w_sign,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,9,3,12,682,theories/dp0_toric_N4_d1_node0_flip_w_sign_01.A.json,theories/dp0_toric_N4_d1_node0_flip_w_sign_01.B.json
dp0_toric_N4_d1_node0_flip_w_sign_02,3625688469,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,flip_w_sign,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,3,12,9,3,12,682,theories/dp0_toric_N4_d1_node0_flip_w_sign_02.A.json,theories/dp0_toric_N4_d1_node0_flip_w_sign_02.B.json
dp0_toric_N4_d1_node0_r_charge_perturb_00,3982451879,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N4_d1_node0_r_charge_perturb_00.A.json,theories/dp0_toric_N4_d1_node0_r_charge_perturb_00.B.json
dp0_toric_N4_d1_node0_r_charge_perturb_01,1411524677,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N4_d1_node0_r_charge_perturb_01.A.json,theories/dp0_toric_N4_d1_node0_r_charge_perturb_01.B.json
dp0_toric_N4_d1_node0_r_charge_perturb_02,1194832613,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N4_d1_node0_r_charge_perturb_02.A.json,theories/dp0_toric_N4_d1_node0_r_charge_perturb_02.B.json
dp0_toric_N4_d1_node0_r_charge_perturb_03,1226361767,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,r_charge_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N4_d1_node0_r_charge_perturb_03.A.json,theories/dp0_toric_N4_d1_node0_r_charge_perturb_03.B.json
dp0_toric_N4_d1_node0_rank_perturb_00,2097243418,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N4_d1_node0_rank_perturb_00.A.json,theories/dp0_toric_N4_d1_node0_rank_perturb_00.B.json
dp0_toric_N4_d1_node0_rank_perturb_01,153859773,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N4_d1_node0_rank_perturb_01.A.json,theories/dp0_toric_N4_d1_node0_rank_perturb_01.B.json
dp0_toric_N4_d1_node0_rank_perturb_02,3612914167,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N4_d1_node0_rank_perturb_02.A.json,theories/dp0_toric_N4_d1_node0_rank_perturb_02.B.json
dp0_toric_N4_d1_node0_rank_perturb_03,510455497,dp0_toric:s1633113880:d1:nodes[0]:9155067f6575,1,1,0,9155067f65754d4d8131d7337a1f6f589c4fd4c6ba36ce91a2fff48eab2df03c,rank_perturb,FAILED,not_dual,1,dp0_toric,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,3,12,9,3,12,681,theories/dp0_toric_N4_d1_node0_rank_perturb_03.A.json,theories/dp0_toric_N4_d1_node0_rank_perturb_03.B.json
f0_phase_ii_N3_d1_node0_positive_00,2633762043,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,positive,CERTIFIED,dual,0,f0_phase_ii,dev,CERTIFIED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,,,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_positive_00.A.json,theories/f0_phase_ii_N3_d1_node0_positive_00.B.json
f0_phase_ii_N3_d1_node0_drop_w_term_00,4241995284,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,drop_w_term,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,15,3,20,1001,theories/f0_phase_ii_N3_d1_node0_drop_w_term_00.A.json,theories/f0_phase_ii_N3_d1_node0_drop_w_term_00.B.json
f0_phase_ii_N3_d1_node0_drop_w_term_01,2107562695,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,drop_w_term,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,15,3,20,1001,theories/f0_phase_ii_N3_d1_node0_drop_w_term_01.A.json,theories/f0_phase_ii_N3_d1_node0_drop_w_term_01.B.json
f0_phase_ii_N3_d1_node0_drop_w_term_02,147309562,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,drop_w_term,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,15,3,20,1001,theories/f0_phase_ii_N3_d1_node0_drop_w_term_02.A.json,theories/f0_phase_ii_N3_d1_node0_drop_w_term_02.B.json
f0_phase_ii_N3_d1_node0_drop_w_term_03,2844849016,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,drop_w_term,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,15,3,20,1001,theories/f0_phase_ii_N3_d1_node0_drop_w_term_03.A.json,theories/f0_phase_ii_N3_d1_node0_drop_w_term_03.B.json
f0_phase_ii_N3_d1_node0_flip_w_sign_00,3153816434,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,flip_w_sign,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_flip_w_sign_00.A.json,theories/f0_phase_ii_N3_d1_node0_flip_w_sign_00.B.json
f0_phase_ii_N3_d1_node0_flip_w_sign_02,2502389258,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,flip_w_sign,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_flip_w_sign_02.A.json,theories/f0_phase_ii_N3_d1_node0_flip_w_sign_02.B.json
f0_phase_ii_N3_d1_node0_r_charge_perturb_00,652487354,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,r_charge_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_r_charge_perturb_00.A.json,theories/f0_phase_ii_N3_d1_node0_r_charge_perturb_00.B.json
f0_phase_ii_N3_d1_node0_r_charge_perturb_01,2276158846,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,r_charge_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_r_charge_perturb_01.A.json,theories/f0_phase_ii_N3_d1_node0_r_charge_perturb_01.B.json
f0_phase_ii_N3_d1_node0_r_charge_perturb_02,858184256,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,r_charge_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_r_charge_perturb_02.A.json,theories/f0_phase_ii_N3_d1_node0_r_charge_perturb_02.B.json
f0_phase_ii_N3_d1_node0_r_charge_perturb_03,3603756216,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,r_charge_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_r_charge_perturb_03.A.json,theories/f0_phase_ii_N3_d1_node0_r_charge_perturb_03.B.json
f0_phase_ii_N3_d1_node0_rank_perturb_00,3782248315,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,rank_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_rank_perturb_00.A.json,theories/f0_phase_ii_N3_d1_node0_rank_perturb_00.B.json
f0_phase_ii_N3_d1_node0_rank_perturb_01,2727147271,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,rank_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_rank_perturb_01.A.json,theories/f0_phase_ii_N3_d1_node0_rank_perturb_01.B.json
f0_phase_ii_N3_d1_node0_rank_perturb_02,2280662939,f0_phase_ii:s3681706807:d1:nodes[0]:8ffe02c0b562,1,1,0,8ffe02c0b5624885126cf119130519b67a111235cd02c2f1da08095a4c6ff23e,rank_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node0_rank_perturb_02.A.json,theories/f0_phase_ii_N3_d1_node0_rank_perturb_02.B.json
f0_phase_ii_N3_d1_node2_positive_00,255565392,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,positive,CERTIFIED,dual,0,f0_phase_ii,dev,CERTIFIED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,,,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_positive_00.A.json,theories/f0_phase_ii_N3_d1_node2_positive_00.B.json
f0_phase_ii_N3_d1_node2_drop_w_term_00,1748291878,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,drop_w_term,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,15,3,20,1001,theories/f0_phase_ii_N3_d1_node2_drop_w_term_00.A.json,theories/f0_phase_ii_N3_d1_node2_drop_w_term_00.B.json
f0_phase_ii_N3_d1_node2_drop_w_term_02,1956478170,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,drop_w_term,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,15,3,20,1001,theories/f0_phase_ii_N3_d1_node2_drop_w_term_02.A.json,theories/f0_phase_ii_N3_d1_node2_drop_w_term_02.B.json
f0_phase_ii_N3_d1_node2_drop_w_term_03,2418758834,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,drop_w_term,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,15,3,20,1001,theories/f0_phase_ii_N3_d1_node2_drop_w_term_03.A.json,theories/f0_phase_ii_N3_d1_node2_drop_w_term_03.B.json
f0_phase_ii_N3_d1_node2_flip_w_sign_01,549013753,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,flip_w_sign,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_flip_w_sign_01.A.json,theories/f0_phase_ii_N3_d1_node2_flip_w_sign_01.B.json
f0_phase_ii_N3_d1_node2_flip_w_sign_02,1033207676,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,flip_w_sign,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_flip_w_sign_02.A.json,theories/f0_phase_ii_N3_d1_node2_flip_w_sign_02.B.json
f0_phase_ii_N3_d1_node2_flip_w_sign_03,2112141018,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,flip_w_sign,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,bounded chiral-ring consistency,chiral_ring,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_flip_w_sign_03.A.json,theories/f0_phase_ii_N3_d1_node2_flip_w_sign_03.B.json
f0_phase_ii_N3_d1_node2_r_charge_perturb_00,1802488595,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,r_charge_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_r_charge_perturb_00.A.json,theories/f0_phase_ii_N3_d1_node2_r_charge_perturb_00.B.json
f0_phase_ii_N3_d1_node2_r_charge_perturb_02,4191783005,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,r_charge_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_r_charge_perturb_02.A.json,theories/f0_phase_ii_N3_d1_node2_r_charge_perturb_02.B.json
f0_phase_ii_N3_d1_node2_r_charge_perturb_03,834881951,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,r_charge_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge-global mixed anomaly cancellation;magnetic superpotential consistency;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;superpotential;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_r_charge_perturb_03.A.json,theories/f0_phase_ii_N3_d1_node2_r_charge_perturb_03.B.json
f0_phase_ii_N3_d1_node2_rank_perturb_00,3980910911,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,rank_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_rank_perturb_00.A.json,theories/f0_phase_ii_N3_d1_node2_rank_perturb_00.B.json
f0_phase_ii_N3_d1_node2_rank_perturb_01,1805821539,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,rank_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_rank_perturb_01.A.json,theories/f0_phase_ii_N3_d1_node2_rank_perturb_01.B.json
f0_phase_ii_N3_d1_node2_rank_perturb_02,1107323009,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,rank_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_rank_perturb_02.A.json,theories/f0_phase_ii_N3_d1_node2_rank_perturb_02.B.json
f0_phase_ii_N3_d1_node2_rank_perturb_03,1535216529,f0_phase_ii:s192430121:d1:nodes[2]:f1c6af18867d,1,1,2,f1c6af18867d37bcd5f1807684a4c0d1d46d44d3c8e2b83b8cb7edcebb8d8c32,rank_perturb,FAILED,not_dual,1,f0_phase_ii,dev,FAILED,02feb2e5cdbdb55f08ef51df90a25e2c310d78bd46a0c853c4bdadf74829fc96,,,,,,,,,magnetic gauge anomaly cancellation;magnetic gauge-global mixed anomaly cancellation;global anomaly matching;central charge matching from encoded R-symmetry,anomaly;anomaly;anomaly;r_charge,4,20,16,3,20,1018,theories/f0_phase_ii_N3_d1_node2_rank_perturb_03.A.json,theories/f0_phase_ii_N3_d1_node2_rank_perturb_03.B.json
